id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1301,4.55,1.92,11116,11439,324,Car,2,410.90,31.24,32.46,31.82,20.10,0.62,29.84,0
1302,4.55,1.92,11123,11421,299,Car,1,410.58,33.94,35.54,34.46,42.00,1.19,80.09,0
1303,4.85,1.92,11135,11464,330,Car,1,402.66,29.45,33.21,30.61,34.25,1.07,37.35,0
1304,19.00,2.50,11137,11551,415,Truck,2,410.00,23.93,25.87,24.77,96.88,3.84,122.71,0
1305,7.07,2.12,11152,11476,325,Car,2,408.13,31.03,31.97,31.51,34.89,1.12,-1.00,0
1306,3.94,1.82,11161,11574,414,Car,2,410.11,24.21,25.54,24.83,17.48,0.71,42.92,0
1307,4.24,1.92,11163,11459,297,Car,1,410.97,33.72,36.91,34.72,47.20,1.36,31.16,0
1308,4.24,1.72,11171,11469,299,Car,2,409.94,33.07,36.10,34.41,167.27,5.05,-1.00,0
1309,3.94,1.82,11171,11487,317,Car,1,410.56,31.23,34.33,32.50,17.37,0.55,10.34,0
1310,4.14,1.82,11183,11479,297,Car,1,408.79,33.13,37.26,34.54,19.23,0.57,25.43,0
1311,4.14,1.82,11197,11520,324,Car,1,404.90,29.25,33.28,31.35,7.29,0.25,3.22,1
1312,4.45,1.72,11198,11525,328,Car,2,410.69,30.21,32.36,31.41,55.58,1.84,138.53,0
1313,4.95,1.92,11207,11514,308,Car,1,408.45,30.55,36.39,33.28,28.17,0.89,17.49,0
1314,4.75,1.92,11218,11550,333,Car,1,411.22,28.17,33.82,30.98,21.14,0.64,8.88,0
1315,4.04,1.82,11226,11538,313,Car,2,403.22,31.00,34.49,32.33,69.92,2.25,-1.00,0
1316,4.04,1.92,11229,11514,286,Car,1,410.55,33.30,38.05,36.03,42.68,1.26,16.67,0
1317,4.75,1.82,11255,11569,315,Car,2,409.17,31.58,33.82,32.59,27.32,0.84,46.84,0
1318,7.07,2.12,11259,11597,339,Car,2,410.89,29.87,31.19,30.40,66.92,2.24,-1.00,0
1319,4.24,1.92,11270,11552,283,Car,1,410.24,34.43,37.45,36.38,48.64,1.38,24.88,0
1320,4.35,1.72,11278,11589,312,Car,2,401.74,31.74,33.68,32.30,24.15,0.75,513.86,0
1321,4.85,2.02,11288,11568,281,Car,1,408.27,34.63,38.16,36.47,18.16,0.49,24.42,0
1322,4.04,1.92,11300,11612,313,Car,1,406.85,31.89,33.66,32.61,108.72,3.39,37.92,0
1323,3.74,1.82,11326,11643,318,Car,1,404.44,30.01,34.63,31.90,114.87,3.79,39.04,0
1324,4.85,1.82,11340,11643,304,Car,2,409.76,33.24,34.68,33.84,63.65,1.84,44.15,0
1325,4.14,1.82,11377,11675,299,Car,2,407.80,33.01,36.32,34.23,41.64,1.16,33.93,0
1326,10.00,2.50,11380,11789,410,Truck,2,408.70,23.96,26.32,24.99,203.48,8.41,-1.00,0
1327,3.94,1.72,11385,11674,290,Car,2,409.02,33.79,36.55,35.40,107.96,2.98,21.38,0
1328,3.94,1.82,11397,11694,298,Car,2,408.78,33.72,35.97,34.43,13.19,0.39,-1.00,0
1329,4.75,1.92,11399,11740,342,Car,1,410.56,27.29,32.76,30.11,93.97,3.13,9461.57,1
1330,4.75,2.02,11418,11720,303,Car,1,409.93,33.13,35.74,33.95,189.84,5.53,-1.00,0
1331,16.98,2.50,11418,11842,425,Truck,1,408.18,23.29,25.00,24.07,50.22,2.06,-1.00,0
1332,5.36,2.02,11426,11716,291,Car,2,410.30,31.89,36.80,35.39,43.54,1.21,14.26,0
1333,4.24,1.82,11441,11732,292,Car,1,402.54,33.75,37.48,34.60,21.17,0.57,16.37,0
1334,4.95,2.12,11442,11771,330,Car,1,409.45,30.42,31.67,31.13,50.64,1.66,50.03,0
1335,9.30,2.50,11470,11900,431,Truck,1,407.01,22.84,24.95,23.67,41.85,1.69,192.61,0
1336,4.95,1.92,11476,11777,302,Car,1,410.07,33.43,36.24,34.07,43.44,1.28,-1.00,0
1337,4.85,2.02,11497,11808,312,Car,1,409.38,32.11,33.69,32.91,23.47,0.73,249.12,0
1338,4.04,1.82,11514,11840,327,Car,1,408.67,30.26,32.90,31.36,76.10,2.41,40.36,0
1339,4.24,1.82,11523,11856,334,Car,1,410.45,30.52,31.33,30.82,29.86,0.95,-1.00,0
1340,4.55,1.92,11541,11824,284,Car,2,401.11,32.77,38.23,35.45,189.67,5.47,-1.00,0
1341,16.78,2.50,11569,12008,440,Truck,1,406.82,22.43,24.07,23.17,80.20,3.37,367.11,0
1342,5.05,1.92,11602,11910,309,Car,1,409.68,32.06,35.65,33.27,65.32,2.02,17.85,0
1343,4.35,2.02,11607,11943,337,Car,1,408.94,29.96,31.85,30.44,9.18,0.30,-1.00,0
1344,4.35,1.92,11616,11922,307,Car,1,404.13,31.46,35.24,33.03,14.76,0.44,29.01,1
1345,20.82,2.50,11621,12062,442,Truck,1,406.12,22.10,24.18,23.03,26.21,1.14,74.69,0
1346,5.15,2.02,11623,11938,316,Car,2,410.47,31.90,33.75,32.60,106.26,3.33,-1.00,0
1347,4.35,1.82,11641,11948,308,Car,1,409.73,32.22,36.00,33.38,27.46,0.81,26.23,0
1348,4.75,2.02,11684,12017,334,Car,2,411.88,30.64,31.35,30.93,73.86,2.40,-1.00,0
1349,20.52,2.50,11686,12121,436,Truck,2,410.94,22.75,25.05,23.63,282.70,12.38,-1.00,0
1350,16.88,2.50,11706,12135,430,Truck,1,406.30,22.45,25.10,23.68,48.80,2.17,38.54,0
1351,4.95,1.92,11722,12010,289,Car,2,409.56,34.98,36.35,35.58,-1.00,-1.00,-1.00,0
1352,4.65,1.92,11734,12021,288,Car,1,407.78,35.10,35.87,35.54,98.51,2.79,31.90,0
1353,11.12,2.50,11742,12196,455,Truck,2,410.35,21.32,24.30,22.61,39.23,1.84,-1.00,0
1354,4.65,1.92,11746,12052,307,Car,2,409.71,30.66,35.79,33.49,29.10,0.86,97.41,0
1355,3.94,1.72,11758,12087,330,Car,2,409.98,29.34,32.09,31.16,85.63,2.68,60.64,0
1356,4.95,1.92,11774,12095,322,Car,2,409.06,29.35,34.30,31.88,32.70,0.96,-1.00,0
1357,3.74,1.82,11782,12078,297,Car,1,408.67,33.92,35.29,34.54,65.45,1.93,-1.00,0
1358,12.43,2.50,11788,12223,436,Truck,1,409.37,22.69,25.20,23.56,66.72,2.83,114.53,0
1359,4.14,1.82,11790,12124,335,Car,2,409.43,28.57,32.04,30.66,34.39,1.20,-1.00,0
1360,16.67,2.50,11800,12202,403,Truck,1,406.96,24.50,26.55,25.32,219.46,8.26,-1.00,0
1361,4.95,2.12,11821,12126,306,Car,1,408.63,33.13,33.97,33.51,47.66,1.41,-1.00,0
1362,4.35,2.02,11821,12224,404,Car,1,408.84,24.32,26.81,25.37,16.24,0.64,27.22,0
1363,4.35,1.82,11823,12125,303,Car,2,407.52,32.80,34.59,33.75,35.43,1.06,9.04,0
1364,4.65,1.92,11838,12242,405,Car,1,409.55,24.56,26.38,25.34,12.95,0.52,34.92,0
1365,4.35,1.92,11844,12149,306,Car,1,408.68,33.29,33.83,33.51,25.77,0.77,39.14,0
1366,4.65,1.92,11860,12160,301,Car,2,406.91,33.44,34.30,33.92,43.31,1.27,31.02,0
1367,4.14,1.82,11867,12180,314,Car,1,402.94,32.04,32.32,32.20,26.96,0.84,-1.00,0
1368,4.35,1.92,11869,12234,366,Car,2,409.83,26.88,29.43,28.08,86.45,2.93,-1.00,0
1369,13.24,2.50,11870,12301,432,Truck,1,406.33,22.60,24.50,23.57,58.60,2.54,69.72,0
1370,4.45,1.82,11877,12278,402,Car,1,409.55,24.76,27.35,25.54,30.93,1.23,33.87,0
1371,6.16,2.22,11895,12227,333,Car,1,409.86,30.23,32.10,30.87,30.13,0.99,-1.00,0
1372,4.75,2.02,11895,12334,440,Car,1,409.06,22.52,23.87,23.30,21.63,0.90,38.36,0
1373,3.84,1.82,11905,12293,389,Car,1,409.88,24.86,29.17,26.42,11.72,0.46,8.49,0
1374,4.35,1.82,11909,12274,366,Car,2,410.84,26.90,29.41,28.15,34.83,1.26,23.59,0
1375,4.14,1.82,11915,12239,325,Car,2,408.66,30.67,33.27,31.55,72.30,2.17,-1.00,0
1376,4.35,1.92,11927,12270,344,Car,1,408.00,29.08,31.09,29.75,33.83,1.15,-1.00,0
1377,4.65,1.82,11935,12262,328,Car,2,410.52,29.66,33.90,31.39,15.26,0.49,10.85,0
1378,4.95,2.02,11947,12298,352,Car,1,409.38,28.68,29.87,29.17,18.87,0.65,-1.00,0
1379,3.94,1.92,11949,12325,377,Car,1,407.76,25.08,29.52,27.12,28.24,1.11,14.95,0
1380,16.78,2.50,11963,12403,441,Truck,2,406.92,22.01,24.24,23.13,179.53,7.88,-1.00,0
1381,4.04,1.82,11965,12318,354,Car,1,409.33,28.08,29.85,29.00,13.73,0.47,14.54,0
1382,4.35,1.92,11972,12329,358,Car,2,411.12,27.97,29.20,28.80,59.45,2.05,29.51,0
1383,4.55,2.02,11993,12348,356,Car,1,409.77,27.64,30.74,28.87,21.31,0.74,14.66,0
1384,4.45,2.02,11999,12370,372,Car,1,408.51,25.59,29.98,27.54,41.60,1.59,26.57,0
1385,12.23,2.50,11999,12464,466,Truck,1,407.36,20.83,23.26,21.91,82.99,3.57,297.31,0
1386,4.75,1.92,12006,12310,305,Car,2,408.65,32.99,34.17,33.65,59.08,1.76,17.58,0
1387,4.14,1.82,12025,12369,345,Car,1,408.80,28.06,31.56,29.71,19.18,0.68,15.33,0
1388,4.35,1.92,12026,12492,467,Car,1,409.27,20.83,23.06,21.96,19.71,0.93,37.96,0
1389,4.85,1.82,12031,12378,348,Car,2,407.60,28.28,30.58,29.38,57.57,1.89,43.42,0
1390,19.00,2.50,12034,12475,442,Truck,2,407.19,22.09,24.47,23.09,43.29,1.91,158.24,0
1391,4.65,1.82,12039,12357,319,Car,2,410.12,31.09,33.75,32.27,39.51,1.27,204.80,0
1392,4.65,1.92,12047,12411,365,Car,1,409.36,27.26,28.80,28.13,40.49,1.47,21.17,0
1393,4.35,1.72,12055,12406,352,Car,2,408.35,27.68,31.22,29.10,23.07,0.83,401.26,0
1394,4.95,2.02,12061,12392,332,Car,1,409.34,28.37,32.65,30.94,21.49,0.75,11.95,0
1395,4.55,1.82,12072,12388,317,Car,2,405.89,30.86,33.29,32.13,33.64,1.09,-1.00,0
1396,3.84,1.72,12077,12429,353,Car,2,409.04,27.77,30.26,29.07,21.44,0.74,65.13,0
1397,6.97,2.27,12089,12456,368,Car,1,409.20,26.97,29.42,27.89,38.97,1.37,60.11,0
1398,16.57,2.50,12094,12538,445,Truck,2,408.77,21.84,24.04,23.02,36.87,1.64,616.98,0
1399,4.95,2.02,12099,12550,452,Car,1,410.06,21.96,23.06,22.74,46.59,2.05,25.63,0
1400,5.05,1.92,12104,12451,348,Car,2,409.15,28.22,30.84,29.49,21.23,0.69,34.75,0
1401,4.85,1.92,12105,12419,315,Car,2,407.30,30.75,33.85,32.44,37.37,1.11,116.04,0
1402,5.05,1.92,12113,12478,366,Car,1,408.99,26.75,30.00,28.02,17.68,0.64,20.87,0
1403,4.65,1.92,12147,12601,455,Car,2,409.02,21.69,23.81,22.53,43.71,2.01,-1.00,0
1404,4.55,2.02,12149,12488,340,Car,1,408.36,29.53,30.32,30.13,108.10,3.66,61.14,0
1405,4.65,1.92,12154,12485,332,Car,2,407.55,29.73,32.19,30.80,56.25,1.89,-1.00,0
1406,4.35,1.82,12154,12500,347,Car,2,407.85,27.95,31.09,29.48,51.34,1.83,-1.00,0
1407,4.35,1.82,12159,12535,377,Car,1,407.79,26.28,28.19,27.12,49.68,1.76,-1.00,0
1408,4.85,2.02,12161,12591,431,Car,1,410.05,22.40,25.73,23.84,36.97,1.45,10.73,0
1409,4.75,2.02,12174,12507,334,Car,2,410.08,29.71,31.57,30.79,20.48,0.66,41.11,0
1410,4.55,2.02,12181,12520,340,Car,1,410.17,28.50,31.33,30.26,34.38,1.11,29.34,0
1411,8.89,2.50,12191,12634,444,Truck,2,395.69,21.76,22.81,22.34,23.07,1.03,30.37,0
1412,4.75,2.02,12192,12557,366,Car,1,409.75,27.20,29.53,28.07,19.96,0.71,8.49,0
1413,4.75,1.92,12193,12524,332,Car,2,408.20,29.69,32.32,30.86,16.45,0.54,15.50,0
1414,4.35,1.92,12197,12647,451,Car,1,410.27,22.51,23.34,22.80,28.74,1.27,-1.00,0
1415,5.05,2.02,12211,12549,339,Car,1,407.84,27.85,31.61,30.18,27.57,0.98,37.22,0
1416,4.75,2.02,12213,12561,349,Car,1,408.63,27.46,30.97,29.37,8.40,0.27,5.60,1
1417,4.55,1.82,12227,12677,451,Car,2,409.51,21.56,23.32,22.76,18.33,0.82,20.67,0
1418,4.85,1.92,12231,12568,338,Car,2,411.36,29.46,32.76,30.53,41.40,1.38,105.03,0
1419,3.54,1.72,12237,12689,453,Car,1,410.32,22.28,23.13,22.70,32.50,1.43,160.50,0
1420,4.14,1.82,12241,12619,379,Car,2,407.96,26.40,28.37,27.00,94.21,3.56,-1.00,0
1421,4.45,1.82,12250,12593,344,Car,2,409.10,27.92,32.35,29.84,17.17,0.61,-1.00,0
1422,3.84,1.82,12252,12610,359,Car,1,410.71,27.66,30.20,28.70,40.60,1.46,26.00,0
1423,4.45,1.92,12256,12611,356,Car,1,409.40,28.33,29.96,28.84,41.65,1.47,50.65,0
1424,4.04,1.82,12269,12723,455,Car,1,410.36,21.77,23.58,22.61,21.89,0.96,30.39,0
1425,5.05,1.92,12275,12623,349,Car,2,409.01,28.05,30.95,29.41,22.29,0.78,108.78,0
1426,4.24,1.82,12276,12644,369,Car,1,409.64,27.14,28.67,27.84,20.30,0.73,62.42,0
1427,5.15,2.12,12278,12640,363,Car,2,409.08,27.09,28.68,28.26,18.67,0.66,12.22,0
1428,4.85,1.92,12290,12642,353,Car,1,410.04,28.35,29.80,29.14,31.98,1.07,50.55,0
1429,3.94,1.82,12303,12646,344,Car,2,409.79,29.10,31.52,29.88,23.57,0.80,17.62,0
1430,4.04,1.92,12307,12677,371,Car,1,408.26,27.02,28.05,27.60,28.44,1.04,69.65,0
1431,3.74,1.82,12309,12667,359,Car,2,407.87,26.62,29.78,28.49,28.01,0.96,19.23,0
1432,4.45,1.82,12317,12666,350,Car,1,409.95,28.23,30.98,29.38,24.06,0.82,19.55,0
1433,16.67,2.50,12321,12757,437,Truck,2,408.68,22.50,24.46,23.44,61.55,2.55,24.66,0
1434,4.55,1.82,12327,12667,341,Car,2,409.50,28.22,30.99,30.13,19.04,0.63,13.74,0
1435,4.04,1.72,12330,12693,364,Car,2,409.62,26.76,29.42,28.23,18.13,0.67,53.29,0
1436,16.57,2.50,12331,12734,404,Truck,1,387.55,23.81,24.55,24.05,12.39,0.51,18.32,1
1437,4.35,1.92,12334,12705,372,Car,1,408.98,27.15,28.22,27.57,24.19,0.88,43.65,0
1438,4.65,1.92,12340,12690,351,Car,1,410.35,28.75,30.20,29.33,19.40,0.66,17.64,0
1439,3.74,1.72,12346,12686,341,Car,2,411.04,27.52,31.71,30.23,17.42,0.57,11.08,0
1440,4.35,1.82,12362,12702,341,Car,2,410.96,27.76,31.57,30.23,12.90,0.46,21.73,0
1441,4.04,1.92,12369,12797,429,Car,1,408.57,22.57,24.30,23.87,31.31,1.30,30.26,0
1442,4.45,2.02,12371,12725,355,Car,1,410.22,27.55,29.92,28.98,31.22,1.13,91.69,0
1443,4.75,1.92,12371,12750,380,Car,1,409.56,26.66,27.25,27.03,10.65,0.39,3.98,1
1444,13.85,2.50,12383,12810,428,Truck,2,406.14,22.28,25.35,23.79,40.61,1.63,113.43,0
1445,4.04,1.82,12388,12747,360,Car,2,408.85,26.45,29.89,28.49,57.43,2.03,97.84,0
1446,3.64,1.82,12388,12793,406,Car,1,410.17,25.04,25.76,25.33,15.25,0.60,28.72,0
1447,4.95,2.12,12401,12768,368,Car,1,409.76,26.95,29.27,27.92,13.21,0.48,8.73,0
1448,7.07,2.22,12403,12744,342,Car,2,409.35,26.82,33.52,30.02,36.51,1.36,32.05,0
1449,4.24,1.92,12418,12763,346,Car,2,408.97,26.15,33.00,29.65,12.13,0.46,-1.00,0
1450,4.85,1.92,12423,12793,371,Car,2,410.16,25.42,29.23,27.72,33.89,1.33,-1.00,0
1451,5.05,2.02,12424,12792,369,Car,1,410.09,26.50,28.89,27.87,21.47,0.79,19.76,0
1452,4.14,1.82,12429,12776,348,Car,2,410.76,25.27,32.22,29.61,8.92,0.35,26.59,0
1453,4.24,1.82,12445,12877,433,Car,2,408.48,22.68,24.85,23.65,53.09,2.31,-1.00,0
1454,4.55,1.82,12454,12874,421,Car,1,410.15,23.83,25.42,24.42,61.19,2.42,176.89,0
1455,4.45,1.82,12456,12814,359,Car,2,407.83,26.69,31.61,28.51,20.32,0.75,10.70,0
1456,4.45,1.82,12456,12842,387,Car,2,409.77,24.51,29.36,26.55,29.30,1.19,141.60,0
1457,4.45,2.02,12479,12852,374,Car,1,411.22,24.68,29.00,27.57,54.65,2.17,26.62,0
1458,4.65,1.82,12483,12849,367,Car,2,408.84,26.30,32.07,27.95,25.29,0.94,-1.00,0
1459,3.94,1.82,12484,12913,430,Car,2,410.07,22.60,24.73,23.91,30.70,1.25,115.82,0
1460,3.64,1.82,12487,12879,393,Car,2,410.46,25.02,29.46,26.19,24.52,0.97,38.19,0
1461,4.65,1.92,12508,12875,368,Car,2,407.98,26.25,30.60,27.79,16.89,0.63,19.27,0
1462,4.55,1.82,12514,12913,400,Car,2,410.03,24.91,28.05,25.71,22.25,0.89,2654.02,0
1463,4.04,1.82,12521,12889,369,Car,1,411.51,26.06,29.19,27.97,38.06,1.30,75.27,0
1464,7.07,2.12,12527,12963,437,Car,2,411.05,22.59,25.02,23.58,31.59,1.39,-1.00,0
1465,5.66,1.92,12532,12906,375,Car,2,409.79,26.03,29.37,27.41,22.12,0.79,48.06,0
1466,6.06,2.22,12534,12921,388,Car,2,409.50,25.27,28.45,26.47,5.34,0.20,8.07,1
1467,4.95,2.02,12543,12960,418,Car,1,410.95,24.43,25.29,24.65,79.98,3.26,108.38,0
1468,4.95,2.02,12569,12944,376,Car,1,410.57,25.35,29.71,27.39,45.52,1.79,194.83,0
1469,4.35,1.82,12572,12955,384,Car,2,407.46,24.85,28.05,26.62,33.12,1.26,32.85,0
1470,4.75,1.92,12582,13000,419,Car,1,410.59,24.38,25.39,24.57,33.43,1.37,13168.45,0
1471,12.13,2.22,12594,13019,426,Car,2,405.59,23.06,25.43,23.87,45.00,1.86,84.66,0
1472,5.15,2.02,12595,12993,399,Car,1,410.57,24.54,28.28,25.80,20.10,0.81,-1.00,0
1473,4.75,1.92,12615,13002,388,Car,2,410.44,24.28,28.28,26.53,39.29,1.61,136.21,0
1474,4.75,1.92,12618,13019,402,Car,1,410.66,24.25,28.73,25.62,18.48,0.74,46.24,0
1475,3.64,1.82,12620,13040,421,Car,1,410.58,23.93,24.77,24.44,32.92,1.34,110.22,0
1476,4.35,1.92,12635,13020,386,Car,2,409.09,25.88,27.83,26.57,13.73,0.53,10.19,0
1477,4.65,1.92,12638,13050,413,Car,1,409.83,24.05,27.12,24.88,12.59,0.51,25.86,0
1478,18.90,2.50,12649,13083,435,Truck,1,408.39,22.73,24.34,23.53,246.78,10.28,205.76,0
1479,4.85,1.82,12651,12967,317,Car,2,410.67,30.74,34.28,32.51,51.76,1.68,10.78,0
1480,3.84,1.72,12663,13040,378,Car,2,406.20,26.49,28.01,26.94,14.67,0.54,10.65,0
1481,4.24,1.92,12664,13087,424,Car,1,410.17,23.65,24.87,24.25,37.56,1.53,78.51,0
1482,3.94,1.82,12670,13083,414,Car,1,410.35,23.69,26.41,24.85,21.68,0.87,12.22,0
1483,4.85,1.82,12670,13095,426,Car,2,408.35,23.05,25.06,24.03,67.41,2.83,201.94,0
1484,4.14,1.92,12690,13104,415,Car,1,410.73,23.84,25.96,24.82,12.51,0.52,13.61,0
1485,4.85,2.02,12696,13121,426,Car,1,410.53,23.70,25.17,24.15,24.83,1.00,26.66,0
1486,4.65,2.02,12725,13148,424,Car,1,409.04,23.62,25.83,24.18,19.48,0.80,19.41,0
1487,4.24,1.92,12725,13171,447,Car,1,410.75,21.93,23.93,23.03,72.24,3.03,788.28,0
1488,4.95,2.12,12728,13144,417,Car,1,410.46,23.38,26.08,24.67,30.95,1.26,36.06,0
1489,4.04,1.82,12735,13042,308,Car,2,408.58,31.99,34.78,33.29,100.88,2.97,35.21,0
1490,4.75,2.02,12752,13172,421,Car,1,410.37,23.25,25.46,24.44,17.58,0.74,17.72,0
1491,3.74,1.82,12756,13177,422,Car,1,408.11,23.64,25.29,24.22,22.71,0.95,28.17,0
1492,3.03,1.72,12758,13070,313,Car,2,408.46,31.74,34.37,32.75,26.11,0.82,-1.00,0
1493,4.45,1.82,12765,13191,427,Car,2,408.32,22.73,25.38,23.97,84.42,3.70,-1.00,0
1494,4.45,2.02,12772,13191,420,Car,1,410.09,23.10,25.86,24.48,12.94,0.55,24.06,0
1495,4.24,1.92,12772,13195,424,Car,1,410.81,23.74,25.00,24.29,12.80,0.53,15.50,0
1496,6.06,2.43,12779,13222,444,Car,1,410.32,22.75,23.59,23.16,40.55,1.73,27.49,0
1497,4.85,1.92,12785,13095,311,Car,2,408.51,32.30,34.22,32.96,24.29,0.74,32.60,0
1498,4.85,1.92,12786,13148,363,Car,2,408.55,26.46,29.91,28.23,110.19,3.93,39.64,0
1499,4.14,1.72,12790,13213,424,Car,1,410.06,23.20,25.29,24.25,13.95,0.56,31.30,0
1500,16.67,2.50,12801,13226,426,Truck,2,406.55,23.23,25.07,23.92,13.98,0.59,51.67,0
1501,4.75,1.92,12806,13236,431,Car,1,410.90,23.06,24.36,23.89,28.63,1.20,57.85,0
1502,4.35,1.92,12811,13256,446,Car,1,410.91,22.29,23.89,23.10,24.33,1.04,50.30,0
1503,3.84,1.82,12812,13238,427,Car,1,410.53,23.37,26.11,24.10,16.15,0.63,13.97,0
1504,4.55,1.92,12831,13265,435,Car,1,409.32,23.24,23.82,23.59,17.94,0.77,71.95,0
1505,3.44,1.72,12834,13142,309,Car,2,406.07,31.36,34.24,32.97,59.22,1.82,105.47,0
1506,4.14,1.82,12844,13265,422,Car,2,408.71,23.60,24.90,24.28,32.41,1.32,47.26,0
1507,4.75,1.92,12846,13268,423,Car,1,411.86,23.03,27.10,24.43,21.84,0.92,15.27,0
1508,3.94,1.72,12855,13288,434,Car,1,410.99,23.36,24.41,23.73,17.99,0.75,40.80,0
1509,3.64,1.72,12858,13189,332,Car,2,408.22,29.46,32.16,30.85,28.98,0.92,14.52,1
1510,6.57,2.63,12858,13297,440,Car,1,402.74,22.63,23.51,22.94,36.83,1.60,86.32,0
1511,11.93,2.50,12859,13229,371,Truck,2,406.71,26.87,29.07,27.50,12.99,0.47,-1.00,0
1512,4.75,2.02,12872,13287,416,Car,1,408.65,23.34,26.64,24.62,14.45,0.60,19.39,0
1513,4.04,1.82,12877,13322,446,Car,1,411.66,22.36,23.87,23.14,12.22,0.54,27.67,0
1514,4.45,1.82,12888,13204,317,Car,2,408.49,30.00,34.92,32.34,33.44,1.11,-1.00,0
1515,4.35,1.92,12897,13301,405,Car,1,411.42,23.09,27.87,25.47,6.31,0.26,6.92,1
1516,4.35,1.92,12907,13350,444,Car,1,410.95,21.54,26.50,23.20,28.13,1.22,13.47,0
1517,4.55,1.82,12908,13223,316,Car,2,406.70,29.96,34.41,32.30,17.88,0.59,62.20,0
1518,5.05,1.82,12915,13268,354,Car,2,408.17,28.33,29.26,28.92,39.99,1.38,23.26,0
1519,4.75,2.02,12936,13256,321,Car,2,407.04,29.39,34.63,31.82,28.28,0.96,-1.00,0
1520,4.35,1.82,12938,13289,352,Car,2,409.31,28.38,29.69,29.17,20.34,0.68,32.26,0
1521,3.84,1.82,12943,13377,435,Car,1,409.96,21.18,27.58,23.62,20.37,0.90,12.65,1
1522,3.64,1.72,12949,13337,389,Car,1,398.96,22.45,28.64,25.68,13.99,0.62,14.31,1
1523,4.85,1.92,12955,13278,324,Car,2,408.55,29.03,34.33,31.64,17.87,0.61,-1.00,0
1524,4.14,1.82,12963,13290,328,Car,2,401.09,28.63,33.48,30.68,14.39,0.43,3.79,1
1525,4.65,1.92,12983,13384,402,Car,1,408.63,24.00,26.69,25.48,34.86,1.31,18.09,0
1526,4.24,1.92,12988,13368,381,Car,1,410.88,24.81,29.07,27.04,33.48,1.35,14.56,0
1527,6.77,2.22,13004,13438,435,Car,1,407.70,21.75,24.64,23.49,46.04,2.04,19.22,0
1528,3.94,1.82,13005,13353,349,Car,2,407.78,28.20,31.28,29.30,43.34,1.53,83.49,0
1529,4.95,1.92,13009,13342,334,Car,2,408.96,29.22,31.50,30.72,48.07,1.53,-1.00,0
1530,19.20,2.50,13019,13451,433,Truck,2,407.84,22.84,24.54,23.61,147.50,6.45,-1.00,0
1531,8.08,2.50,13020,13432,413,Truck,1,407.48,23.51,25.92,24.73,30.93,1.19,155.40,0
1532,4.75,2.02,13023,13401,379,Car,1,410.65,25.17,29.51,27.17,26.15,1.02,14.86,0
1533,11.42,2.50,13036,13488,453,Truck,1,407.32,20.89,24.16,22.53,19.36,0.80,-1.00,0
1534,4.95,2.02,13043,13366,324,Car,2,407.64,30.42,32.54,31.56,25.40,0.79,24.09,0
1535,4.65,1.72,13047,13446,400,Car,2,410.49,22.68,31.41,25.73,17.95,0.67,6.48,1
1536,4.85,1.92,13053,13411,359,Car,2,411.05,26.92,30.01,28.70,51.15,1.89,-1.00,0
1537,4.55,2.02,13059,13478,420,Car,1,408.63,23.39,26.18,24.39,34.50,1.35,86.06,0
1538,4.75,1.92,13065,13441,377,Car,1,409.80,25.04,30.26,27.26,35.27,1.38,30.67,0
1539,4.04,1.82,13076,13400,325,Car,2,409.29,29.20,33.67,31.60,36.41,1.20,22.50,0
1540,4.35,2.02,13094,13512,419,Car,1,407.74,22.69,25.74,24.39,25.42,1.08,21.82,0
1541,4.55,1.92,13095,13424,330,Car,2,409.70,29.04,32.68,31.15,17.92,0.61,-1.00,0
1542,4.65,1.92,13098,13468,371,Car,1,409.12,24.84,29.43,27.66,22.67,0.89,14.26,0
1543,4.95,1.92,13118,13491,374,Car,1,409.00,23.54,29.68,27.43,17.01,0.65,19.75,0
1544,16.57,2.50,13128,13568,441,Truck,1,406.47,21.88,23.88,23.10,53.80,2.41,36.95,0
1545,4.85,2.02,13129,13543,415,Car,1,408.06,23.67,25.60,24.65,24.12,1.01,21.97,0
1546,3.74,1.72,13151,13490,340,Car,2,410.87,28.07,32.66,30.32,62.71,2.23,-1.00,0
1547,5.05,2.02,13157,13470,314,Car,2,409.43,30.60,35.25,32.72,28.58,0.81,7.91,0
1548,4.65,1.92,13160,13548,389,Car,1,409.12,24.88,27.62,26.37,42.11,1.57,31.56,0
1549,4.75,1.92,13166,13484,319,Car,2,409.44,29.10,34.30,32.20,8.21,0.27,5.43,1
1550,4.45,2.02,13174,13615,442,Car,1,408.49,21.21,24.59,23.18,36.06,1.57,46.82,0
1551,4.14,1.82,13179,13501,323,Car,2,410.83,30.76,33.78,31.91,9.88,0.32,11.64,0
1552,4.45,1.92,13183,13593,411,Car,1,409.30,24.26,25.90,24.96,44.79,1.83,48.46,0
1553,5.66,2.12,13189,13512,324,Car,2,400.78,30.45,32.30,31.04,15.68,0.49,11.01,1
1554,4.85,1.92,13189,13571,383,Car,1,409.86,26.13,27.34,26.83,18.98,0.72,12.29,0
1555,4.55,1.82,13202,13610,409,Car,1,408.97,23.81,25.88,25.07,11.43,0.47,18.27,0
1556,4.14,1.92,13222,13606,385,Car,1,409.20,25.95,27.08,26.65,30.82,1.16,45.21,0
